"ParticipantNum","density","NumAgents","FollowPercentage"
11,"HighDensity",2,87.5
12,"HighDensity",2,59.2592592592593
13,"HighDensity",2,41.9354838709677
14,"HighDensity",2,40
15,"HighDensity",2,89.7435897435898
16,"HighDensity",2,35.2941176470588
17,"HighDensity",2,61.5384615384615
18,"HighDensity",2,48.6486486486487
19,"HighDensity",2,35.1351351351351
20,"HighDensity",2,53.125
21,"HighDensity",2,48.2758620689655
22,"HighDensity",2,55.5555555555556
23,"HighDensity",2,48.3870967741936
24,"HighDensity",2,50
25,"HighDensity",2,78.2608695652174
26,"HighDensity",2,53.3333333333333
27,"HighDensity",2,97.6744186046512
28,"HighDensity",2,60.5263157894737
29,"HighDensity",2,44.8275862068966
30,"HighDensity",2,53.3333333333333
31,"HighDensity",2,87.1794871794872
32,"HighDensity",2,63.8888888888889
33,"HighDensity",2,65.625
34,"HighDensity",2,38.4615384615385
35,"HighDensity",2,66.6666666666667
36,"HighDensity",2,60
37,"HighDensity",2,58.8235294117647
38,"HighDensity",2,56.7567567567568
39,"HighDensity",2,45.1612903225806
40,"HighDensity",2,30.5555555555556
41,"HighDensity",2,66.6666666666667
42,"HighDensity",2,84.8484848484848
43,"HighDensity",2,86.2068965517241
44,"HighDensity",2,47.0588235294118
45,"HighDensity",2,57.1428571428571
46,"HighDensity",2,68.75
47,"HighDensity",2,70.9677419354839
48,"HighDensity",2,58.8235294117647
49,"HighDensity",2,79.4871794871795
50,"HighDensity",2,64
51,"HighDensity",2,33.3333333333333
52,"HighDensity",2,50
53,"HighDensity",2,96.7741935483871
54,"HighDensity",2,50
55,"HighDensity",2,67.741935483871
56,"HighDensity",2,48.4848484848485
57,"HighDensity",2,51.8518518518518
58,"HighDensity",2,63.6363636363636
59,"HighDensity",2,55.8823529411765
60,"HighDensity",2,46.6666666666667
61,"HighDensity",2,48.3870967741936
62,"HighDensity",2,63.8888888888889
63,"HighDensity",2,48.7179487179487
64,"HighDensity",2,39.2857142857143
65,"HighDensity",2,50
66,"HighDensity",2,91.8918918918919
67,"HighDensity",2,43.3333333333333
68,"HighDensity",2,50
69,"HighDensity",2,43.2432432432432
70,"HighDensity",2,48.3870967741936
71,"HighDensity",2,58.0645161290323
72,"HighDensity",2,51.219512195122
73,"HighDensity",2,44
74,"HighDensity",2,67.741935483871
75,"HighDensity",2,62.1621621621622
76,"HighDensity",2,58.0645161290323
77,"HighDensity",2,82.8571428571429
78,"HighDensity",2,45.7142857142857
79,"HighDensity",2,63.3333333333333
80,"HighDensity",2,56.6666666666667
81,"HighDensity",2,53.3333333333333
82,"HighDensity",2,62.1621621621622
83,"HighDensity",2,72.4137931034483
84,"HighDensity",2,77.7777777777778
85,"HighDensity",2,55.1724137931034
86,"HighDensity",2,62.1621621621622
87,"HighDensity",2,89.2857142857143
88,"HighDensity",2,53.125
89,"HighDensity",2,54.0540540540541
90,"HighDensity",2,53.125
91,"HighDensity",2,56.25
92,"HighDensity",2,68.9655172413793
93,"HighDensity",2,40
94,"HighDensity",2,55.5555555555556
95,"HighDensity",2,39.2857142857143
96,"HighDensity",2,50
97,"HighDensity",2,40.7407407407407
98,"HighDensity",2,100
99,"HighDensity",2,65.625
100,"HighDensity",2,62.0689655172414
101,"HighDensity",2,93.0232558139535
102,"HighDensity",2,50
103,"HighDensity",2,36.6666666666667
104,"HighDensity",2,65.3846153846154
105,"HighDensity",2,53.8461538461538
106,"HighDensity",2,51.5151515151515
107,"HighDensity",2,70.5882352941177
108,"HighDensity",2,79.4117647058823
109,"HighDensity",2,45.7142857142857
110,"HighDensity",2,45.945945945946
111,"HighDensity",2,55.5555555555556
112,"HighDensity",2,59.2592592592593
113,"HighDensity",2,54.2857142857143
114,"HighDensity",2,37.037037037037
115,"HighDensity",2,57.1428571428571
116,"HighDensity",2,43.75
117,"HighDensity",2,65
118,"HighDensity",2,58.5365853658537
119,"HighDensity",2,58.0645161290323
120,"HighDensity",2,60
121,"HighDensity",2,39.3939393939394
122,"HighDensity",2,52.9411764705882
123,"HighDensity",2,50
124,"HighDensity",2,67.6470588235294
125,"HighDensity",2,48.3870967741936
126,"HighDensity",2,48.3870967741936
127,"HighDensity",2,48.4848484848485
128,"HighDensity",2,46.1538461538462
129,"HighDensity",2,50
130,"HighDensity",2,56.25
131,"HighDensity",2,73.5294117647059
132,"HighDensity",2,57.1428571428571
133,"HighDensity",2,55.1724137931034
134,"HighDensity",2,100
135,"HighDensity",2,46.1538461538462
136,"HighDensity",2,50
137,"HighDensity",2,65.7142857142857
138,"HighDensity",2,52.7777777777778
139,"HighDensity",2,56.6666666666667
140,"HighDensity",2,53.8461538461538
141,"HighDensity",2,29.1666666666667
142,"HighDensity",2,44.8275862068966
143,"HighDensity",2,61.1111111111111
144,"HighDensity",2,43.3333333333333
145,"HighDensity",2,57.6923076923077
146,"HighDensity",2,52
147,"HighDensity",2,96.1538461538462
148,"HighDensity",2,60
149,"HighDensity",2,46.6666666666667
150,"HighDensity",2,48.3870967741936
151,"HighDensity",2,51.219512195122
152,"HighDensity",2,60
153,"HighDensity",2,88.8888888888889
154,"HighDensity",2,41.6666666666667
1,"HighDensity",3,60.6060606060606
2,"HighDensity",3,42.4242424242424
3,"HighDensity",3,93.9393939393939
4,"HighDensity",3,65.5172413793103
5,"HighDensity",3,55.5555555555556
6,"HighDensity",3,61.5384615384615
7,"HighDensity",3,51.5151515151515
8,"HighDensity",3,52.7777777777778
9,"HighDensity",3,60.7142857142857
10,"HighDensity",3,38.4615384615385
11,"HighDensity",3,100
12,"HighDensity",3,53.3333333333333
13,"HighDensity",3,48.7179487179487
14,"HighDensity",3,50
15,"HighDensity",3,88.8888888888889
16,"HighDensity",3,37.9310344827586
17,"HighDensity",3,48.2758620689655
18,"HighDensity",3,52
19,"HighDensity",3,54.1666666666667
20,"HighDensity",3,34.2857142857143
21,"HighDensity",3,40
22,"HighDensity",3,45.8333333333333
23,"HighDensity",3,63.3333333333333
24,"HighDensity",3,55.5555555555556
25,"HighDensity",3,67.741935483871
26,"HighDensity",3,66.6666666666667
27,"HighDensity",3,97.1428571428571
28,"HighDensity",3,62.8571428571429
29,"HighDensity",3,71.4285714285714
30,"HighDensity",3,45.4545454545455
31,"HighDensity",3,85.3658536585366
32,"HighDensity",3,60.7142857142857
33,"HighDensity",3,79.4117647058823
34,"HighDensity",3,59.5238095238095
35,"HighDensity",3,58.0645161290323
36,"HighDensity",3,45.1612903225806
37,"HighDensity",3,54.8387096774194
38,"HighDensity",3,62.5
39,"HighDensity",3,63.3333333333333
40,"HighDensity",3,35.2941176470588
41,"HighDensity",3,58.0645161290323
42,"HighDensity",3,92.5
43,"HighDensity",3,65.2173913043478
44,"HighDensity",3,56.8181818181818
45,"HighDensity",3,58.0645161290323
46,"HighDensity",3,42.8571428571429
47,"HighDensity",3,55.1724137931034
48,"HighDensity",3,59.375
49,"HighDensity",3,58.0645161290323
50,"HighDensity",3,61.2903225806452
51,"HighDensity",3,55.2631578947368
52,"HighDensity",3,35.2941176470588
53,"HighDensity",3,95
54,"HighDensity",3,55.5555555555556
55,"HighDensity",3,65.625
56,"HighDensity",3,43.75
57,"HighDensity",3,43.5897435897436
58,"HighDensity",3,57.5757575757576
59,"HighDensity",3,52.9411764705882
60,"HighDensity",3,39.3939393939394
61,"HighDensity",3,42.8571428571429
62,"HighDensity",3,55.8823529411765
63,"HighDensity",3,57.1428571428571
64,"HighDensity",3,37.9310344827586
65,"HighDensity",3,38.4615384615385
66,"HighDensity",3,86.3636363636364
67,"HighDensity",3,61.5384615384615
68,"HighDensity",3,42.5
69,"HighDensity",3,73.0769230769231
70,"HighDensity",3,52.2727272727273
71,"HighDensity",3,33.3333333333333
72,"HighDensity",3,50
73,"HighDensity",3,47.0588235294118
74,"HighDensity",3,35.7142857142857
75,"HighDensity",3,51.8518518518518
76,"HighDensity",3,37.9310344827586
77,"HighDensity",3,57.8947368421053
78,"HighDensity",3,52.7777777777778
79,"HighDensity",3,44.4444444444444
80,"HighDensity",3,42.8571428571429
81,"HighDensity",3,52.3809523809524
82,"HighDensity",3,52.1739130434783
83,"HighDensity",3,83.7837837837838
84,"HighDensity",3,76
85,"HighDensity",3,44.8275862068966
86,"HighDensity",3,68.9655172413793
87,"HighDensity",3,97.6744186046512
88,"HighDensity",3,55.5555555555556
89,"HighDensity",3,44.4444444444444
90,"HighDensity",3,62.962962962963
91,"HighDensity",3,69.2307692307692
92,"HighDensity",3,63.3333333333333
93,"HighDensity",3,56.6666666666667
94,"HighDensity",3,46.6666666666667
95,"HighDensity",3,41.025641025641
96,"HighDensity",3,52.5
97,"HighDensity",3,48.6486486486487
98,"HighDensity",3,96.7741935483871
99,"HighDensity",3,41.3793103448276
100,"HighDensity",3,56.8181818181818
101,"HighDensity",3,100
102,"HighDensity",3,37.5
103,"HighDensity",3,36.3636363636364
104,"HighDensity",3,50
105,"HighDensity",3,44
106,"HighDensity",3,51.3513513513513
107,"HighDensity",3,58.6206896551724
108,"HighDensity",3,78.7878787878788
109,"HighDensity",3,60
110,"HighDensity",3,53.4883720930233
111,"HighDensity",3,50
112,"HighDensity",3,29.6296296296296
113,"HighDensity",3,58.6206896551724
114,"HighDensity",3,61.5384615384615
115,"HighDensity",3,43.3333333333333
116,"HighDensity",3,51.3513513513513
117,"HighDensity",3,51.4285714285714
118,"HighDensity",3,60.7142857142857
119,"HighDensity",3,55
120,"HighDensity",3,33.3333333333333
121,"HighDensity",3,54.8387096774194
122,"HighDensity",3,58.0645161290323
123,"HighDensity",3,80.7692307692308
124,"HighDensity",3,70.9677419354839
125,"HighDensity",3,50
126,"HighDensity",3,44.4444444444444
127,"HighDensity",3,50
128,"HighDensity",3,51.4285714285714
129,"HighDensity",3,41.9354838709677
130,"HighDensity",3,53.125
131,"HighDensity",3,58.0645161290323
132,"HighDensity",3,60
133,"HighDensity",3,53.8461538461538
134,"HighDensity",3,92.5925925925926
135,"HighDensity",3,52.6315789473684
136,"HighDensity",3,44.8275862068966
137,"HighDensity",3,51.8518518518518
138,"HighDensity",3,33.3333333333333
139,"HighDensity",3,51.4285714285714
140,"HighDensity",3,53.8461538461538
141,"HighDensity",3,36.3636363636364
142,"HighDensity",3,33.3333333333333
143,"HighDensity",3,48.4848484848485
144,"HighDensity",3,54.7619047619048
145,"HighDensity",3,62.0689655172414
146,"HighDensity",3,55
147,"HighDensity",3,100
148,"HighDensity",3,48.3870967741936
149,"HighDensity",3,50
150,"HighDensity",3,62.8571428571429
151,"HighDensity",3,51.3513513513513
152,"HighDensity",3,62.5
153,"HighDensity",3,84.375
154,"HighDensity",3,56.8181818181818
1,"HighDensity",4,61.1111111111111
2,"HighDensity",4,46.875
3,"HighDensity",4,92.1052631578947
4,"HighDensity",4,63.3333333333333
5,"HighDensity",4,51.2820512820513
6,"HighDensity",4,35.2941176470588
7,"HighDensity",4,52.6315789473684
8,"HighDensity",4,47.3684210526316
9,"HighDensity",4,55.8823529411765
10,"HighDensity",4,45.4545454545455
11,"HighDensity",4,93.9393939393939
12,"HighDensity",4,50
13,"HighDensity",4,56.5217391304348
14,"HighDensity",4,55.8823529411765
15,"HighDensity",4,100
16,"HighDensity",4,48
17,"HighDensity",4,46.6666666666667
18,"HighDensity",4,51.4285714285714
19,"HighDensity",4,51.5151515151515
20,"HighDensity",4,63.8888888888889
21,"HighDensity",4,57.1428571428571
22,"HighDensity",4,50
23,"HighDensity",4,30
24,"HighDensity",4,63.1578947368421
25,"HighDensity",4,64.7058823529412
26,"HighDensity",4,75.6756756756757
27,"HighDensity",4,100
28,"HighDensity",4,72.7272727272727
29,"HighDensity",4,71.4285714285714
30,"HighDensity",4,61.2903225806452
31,"HighDensity",4,85.1851851851852
32,"HighDensity",4,64
33,"HighDensity",4,78.5714285714286
34,"HighDensity",4,67.8571428571429
35,"HighDensity",4,50
36,"HighDensity",4,46.875
37,"HighDensity",4,50
38,"HighDensity",4,42.1052631578947
39,"HighDensity",4,51.1627906976744
40,"HighDensity",4,51.6129032258064
41,"HighDensity",4,69.2307692307692
42,"HighDensity",4,89.6551724137931
43,"HighDensity",4,80.5555555555556
44,"HighDensity",4,44.8275862068966
45,"HighDensity",4,51.6129032258064
46,"HighDensity",4,44.4444444444444
47,"HighDensity",4,64.2857142857143
48,"HighDensity",4,32.4324324324324
49,"HighDensity",4,74.1935483870968
50,"HighDensity",4,44
51,"HighDensity",4,45.1612903225806
52,"HighDensity",4,44.1860465116279
53,"HighDensity",4,83.3333333333333
54,"HighDensity",4,56.6666666666667
55,"HighDensity",4,51.3513513513513
56,"HighDensity",4,60.6060606060606
57,"HighDensity",4,48
58,"HighDensity",4,39.3939393939394
59,"HighDensity",4,41.1764705882353
60,"HighDensity",4,52
61,"HighDensity",4,40.5405405405405
62,"HighDensity",4,70.3703703703704
63,"HighDensity",4,57.5757575757576
64,"HighDensity",4,48.6486486486487
65,"HighDensity",4,50
66,"HighDensity",4,85.7142857142857
67,"HighDensity",4,60
68,"HighDensity",4,58.0645161290323
69,"HighDensity",4,48.4848484848485
70,"HighDensity",4,62.5
71,"HighDensity",4,66.6666666666667
72,"HighDensity",4,61.5384615384615
73,"HighDensity",4,62.0689655172414
74,"HighDensity",4,54.5454545454545
75,"HighDensity",4,50
76,"HighDensity",4,27.027027027027
77,"HighDensity",4,78.7878787878788
78,"HighDensity",4,63.6363636363636
79,"HighDensity",4,59.375
80,"HighDensity",4,35.1351351351351
81,"HighDensity",4,42.3076923076923
82,"HighDensity",4,65.5172413793103
83,"HighDensity",4,54.5454545454545
84,"HighDensity",4,70
85,"HighDensity",4,58.8235294117647
86,"HighDensity",4,76.4705882352941
87,"HighDensity",4,94.2857142857143
88,"HighDensity",4,68.9655172413793
89,"HighDensity",4,52.9411764705882
90,"HighDensity",4,51.4285714285714
91,"HighDensity",4,46.6666666666667
92,"HighDensity",4,71.4285714285714
93,"HighDensity",4,51.8518518518518
94,"HighDensity",4,35.2941176470588
95,"HighDensity",4,64.8648648648649
96,"HighDensity",4,62.962962962963
97,"HighDensity",4,24.3243243243243
98,"HighDensity",4,96.969696969697
99,"HighDensity",4,55.8823529411765
100,"HighDensity",4,56.25
101,"HighDensity",4,92.3076923076923
102,"HighDensity",4,54.2857142857143
103,"HighDensity",4,42.4242424242424
104,"HighDensity",4,67.8571428571429
105,"HighDensity",4,60.6060606060606
106,"HighDensity",4,41.6666666666667
107,"HighDensity",4,62.962962962963
108,"HighDensity",4,73.5294117647059
109,"HighDensity",4,57.1428571428571
110,"HighDensity",4,43.75
111,"HighDensity",4,60
112,"HighDensity",4,51.5151515151515
113,"HighDensity",4,46.6666666666667
114,"HighDensity",4,44.4444444444444
115,"HighDensity",4,50
116,"HighDensity",4,56.6666666666667
117,"HighDensity",4,58.0645161290323
118,"HighDensity",4,36.6666666666667
119,"HighDensity",4,56.5217391304348
120,"HighDensity",4,48.3870967741936
121,"HighDensity",4,37.5
122,"HighDensity",4,34.2857142857143
123,"HighDensity",4,54.5454545454545
124,"HighDensity",4,53.125
125,"HighDensity",4,65.5172413793103
126,"HighDensity",4,64.7058823529412
127,"HighDensity",4,73.0769230769231
128,"HighDensity",4,57.1428571428571
129,"HighDensity",4,55
130,"HighDensity",4,54.8387096774194
131,"HighDensity",4,64.7058823529412
132,"HighDensity",4,57.5757575757576
133,"HighDensity",4,45.7142857142857
134,"HighDensity",4,100
135,"HighDensity",4,51.219512195122
136,"HighDensity",4,45.4545454545455
137,"HighDensity",4,37.8378378378378
138,"HighDensity",4,46.6666666666667
139,"HighDensity",4,32.1428571428571
140,"HighDensity",4,46.4285714285714
141,"HighDensity",4,46.6666666666667
142,"HighDensity",4,57.1428571428571
143,"HighDensity",4,54.8387096774194
144,"HighDensity",4,58.3333333333333
145,"HighDensity",4,50
146,"HighDensity",4,55.5555555555556
147,"HighDensity",4,96.551724137931
148,"HighDensity",4,41.1764705882353
149,"HighDensity",4,48.2758620689655
150,"HighDensity",4,45
151,"HighDensity",4,39.4736842105263
152,"HighDensity",4,54.0540540540541
153,"HighDensity",4,77.7777777777778
154,"HighDensity",4,57.5757575757576
